source_file,Date,Pitcher,PitcherTeam,PitcherThrows,Batter,BatterTeam,AutoPitchType,TaggedPitchType,PitchCall,RelSpeed,SpinRate,InducedVertBreak,HorzBreak,Extension,RelHeight,RelSide,PlateLocSide,PlateLocHeight,VertApprAngle,HorzApprAngle,ZoneSpeed,ExitSpeed,Angle,Distance,Swing,Whiff,CalledStrike,CSW,Strike,InZone,Chase,HardHitAllowed,SweetSpotAllowed,QualityContactAllowed
synthetic_game_01.csv,2026-06-15,Jake Monroe,OAK_COL,Right,Hitter 13,OPP,Four-Seam,Four-Seam,BallCalled,89.9,2063.0,20.0,-8.1,5.76,5.74,-1.51,-0.49,1.99,-3.66,-1.94,83.7,,,,False,False,False,False,False,True,False,False,False,False
synthetic_game_01.csv,2026-06-15,Jake Monroe,OAK_COL,Right,Hitter 4,OPP,Four-Seam,Four-Seam,StrikeSwinging,89.3,2248.0,16.2,-9.0,6.08,5.98,-1.77,1.02,1.88,-5.54,-1.08,81.3,,,,True,True,False,True,True,False,False,False,False,False
synthetic_game_01.csv,2026-06-15,Jake Monroe,OAK_COL,Right,Hitter 8,OPP,Four-Seam,Four-Seam,BallCalled,93.1,2353.0,16.1,-8.3,5.95,5.55,-1.81,0.02,0.78,-5.12,0.72,84.6,,,,False,False,False,False,False,False,True,False,False,False
synthetic_game_01.csv,2026-06-15,Jake Monroe,OAK_COL,Right,Hitter 16,OPP,Four-Seam,Four-Seam,FoulBall,91.1,2447.0,12.3,-5.6,5.97,5.97,-1.56,-0.01,1.96,-5.36,-0.46,84.6,,,,True,False,False,False,True,True,False,False,False,False
synthetic_game_01.csv,2026-06-15,Jake Monroe,OAK_COL,Right,Hitter 8,OPP,Four-Seam,Four-Seam,BallCalled,90.7,2184.0,14.5,-4.3,6.96,5.77,-1.13,-1.35,1.33,-5.46,-0.28,83.9,,,,False,False,False,False,False,False,False,False,False,False
synthetic_game_01.csv,2026-06-15,Jake Monroe,OAK_COL,Right,Hitter 3,OPP,Four-Seam,Four-Seam,StrikeCalled,89.5,2248.0,15.2,-7.1,5.48,5.71,-1.69,0.41,2.24,-5.12,0.15,82.2,,,,False,False,True,True,True,True,False,False,False,False
synthetic_game_01.csv,2026-06-15,Jake Monroe,OAK_COL,Right,Hitter 9,OPP,Four-Seam,Four-Seam,StrikeCalled,91.8,2203.0,18.8,-7.3,5.39,5.73,-1.45,0.03,2.83,-6.41,1.24,84.2,,,,False,False,True,True,True,True,False,False,False,False
synthetic_game_01.csv,2026-06-15,Jake Monroe,OAK_COL,Right,Hitter 5,OPP,Four-Seam,Four-Seam,StrikeCalled,91.0,2338.0,15.1,-6.8,5.63,5.47,-1.6,0.23,2.76,-3.0,2.1,82.7,,,,False,False,True,True,True,True,False,False,False,False
synthetic_game_01.csv,2026-06-15,Jake Monroe,OAK_COL,Right,Hitter 9,OPP,Four-Seam,Four-Seam,StrikeSwinging,91.4,2102.0,13.0,-10.8,6.36,5.8,-1.7,0.26,2.94,-4.6,0.82,83.9,,,,True,True,False,True,True,True,False,False,False,False
synthetic_game_01.csv,2026-06-15,Jake Monroe,OAK_COL,Right,Hitter 4,OPP,Four-Seam,Four-Seam,BallCalled,92.1,2266.0,13.2,-8.7,5.67,5.56,-1.52,1.11,2.32,-5.67,-1.09,85.9,,,,False,False,False,False,False,False,False,False,False,False
synthetic_game_01.csv,2026-06-15,Jake Monroe,OAK_COL,Right,Hitter 11,OPP,Four-Seam,Four-Seam,StrikeSwinging,91.8,2526.0,12.7,-10.3,6.69,5.89,-1.5,1.06,2.41,-4.17,-1.11,85.5,,,,True,True,False,True,True,False,False,False,False,False
synthetic_game_01.csv,2026-06-15,Jake Monroe,OAK_COL,Right,Hitter 18,OPP,Four-Seam,Four-Seam,BallCalled,89.5,2423.0,13.9,-5.3,5.94,5.76,-1.3,0.86,2.05,-4.25,0.87,83.5,,,,False,False,False,False,False,False,False,False,False,False
synthetic_game_01.csv,2026-06-15,Jake Monroe,OAK_COL,Right,Hitter 2,OPP,Four-Seam,Four-Seam,StrikeCalled,90.2,2203.0,14.7,-3.2,6.65,5.58,-1.61,-0.52,4.53,-4.36,-1.22,82.8,,,,False,False,True,True,True,False,True,False,False,False
synthetic_game_01.csv,2026-06-15,Jake Monroe,OAK_COL,Right,Hitter 8,OPP,Four-Seam,Four-Seam,StrikeSwinging,92.1,2261.0,14.5,-1.3,5.79,6.03,-1.96,0.28,2.52,-5.63,-0.75,83.4,,,,True,True,False,True,True,True,False,False,False,False
synthetic_game_01.csv,2026-06-15,Jake Monroe,OAK_COL,Right,Hitter 12,OPP,Four-Seam,Four-Seam,BallCalled,90.5,2319.0,16.9,-4.8,6.22,5.72,-1.8,-1.24,1.58,-3.85,-0.15,84.1,,,,False,False,False,False,False,False,False,False,False,False
synthetic_game_01.csv,2026-06-15,Jake Monroe,OAK_COL,Right,Hitter 10,OPP,Four-Seam,Four-Seam,InPlay,90.5,2006.0,20.2,-9.7,6.21,5.74,-1.82,0.58,2.37,-4.66,0.14,83.7,91.8,-29.4,171.0,True,False,False,False,True,True,False,False,False,False
synthetic_game_01.csv,2026-06-15,Jake Monroe,OAK_COL,Right,Hitter 12,OPP,Four-Seam,Four-Seam,StrikeSwinging,91.0,2061.0,18.6,-0.4,5.8,5.39,-1.65,1.33,3.32,-5.51,-1.33,84.4,,,,True,True,False,True,True,False,False,False,False,False
synthetic_game_01.csv,2026-06-15,Jake Monroe,OAK_COL,Right,Hitter 14,OPP,Four-Seam,Four-Seam,StrikeCalled,92.9,2395.0,16.4,-9.3,6.45,5.74,-1.65,-1.94,2.74,-4.45,0.06,85.1,,,,False,False,True,True,True,False,False,False,False,False
synthetic_game_01.csv,2026-06-15,Jake Monroe,OAK_COL,Right,Hitter 15,OPP,Four-Seam,Four-Seam,BallCalled,93.7,2233.0,16.0,-7.7,6.43,5.58,-1.67,-0.49,3.08,-5.58,1.29,84.8,,,,False,False,False,False,False,True,False,False,False,False
synthetic_game_01.csv,2026-06-15,Jake Monroe,OAK_COL,Right,Hitter 10,OPP,Four-Seam,Four-Seam,StrikeSwinging,91.4,1967.0,19.4,-2.7,5.24,5.83,-1.88,-0.29,2.97,-5.8,2.58,83.1,,,,True,True,False,True,True,True,False,False,False,False
synthetic_game_01.csv,2026-06-15,Jake Monroe,OAK_COL,Right,Hitter 18,OPP,Four-Seam,Four-Seam,BallCalled,89.3,2327.0,18.4,-6.6,6.04,5.37,-1.51,0.35,3.27,-5.37,2.4,83.1,,,,False,False,False,False,False,True,False,False,False,False
synthetic_game_01.csv,2026-06-15,Jake Monroe,OAK_COL,Right,Hitter 2,OPP,Four-Seam,Four-Seam,FoulBall,91.2,1937.0,15.0,-6.7,5.49,5.33,-2.04,0.64,2.58,-4.92,-0.55,82.9,,,,True,False,False,False,True,True,False,False,False,False
synthetic_game_01.csv,2026-06-15,Jake Monroe,OAK_COL,Right,Hitter 9,OPP,Four-Seam,Four-Seam,BallCalled,90.7,2361.0,18.1,-8.7,6.56,5.78,-1.54,-1.04,1.64,-4.81,-0.39,82.2,,,,False,False,False,False,False,False,False,False,False,False
synthetic_game_01.csv,2026-06-15,Jake Monroe,OAK_COL,Right,Hitter 13,OPP,Four-Seam,Four-Seam,InPlay,91.8,2194.0,17.9,-7.1,5.84,5.64,-1.7,-0.8,2.8,-5.47,-0.35,85.3,85.0,24.1,286.0,True,False,False,False,True,True,False,False,True,False
synthetic_game_01.csv,2026-06-15,Jake Monroe,OAK_COL,Right,Hitter 3,OPP,Four-Seam,Four-Seam,BallCalled,90.1,2362.0,16.1,-6.4,5.89,5.88,-1.52,-0.74,3.35,-4.73,-0.33,81.3,,,,False,False,False,False,False,True,False,False,False,False
synthetic_game_01.csv,2026-06-15,Jake Monroe,OAK_COL,Right,Hitter 2,OPP,Four-Seam,Four-Seam,InPlay,90.9,2219.0,14.8,-8.0,6.99,5.57,-1.86,-1.18,2.4,-4.41,2.19,82.2,79.8,26.6,227.0,True,False,False,False,True,False,False,False,True,False
synthetic_game_01.csv,2026-06-15,Jake Monroe,OAK_COL,Right,Hitter 2,OPP,Four-Seam,Four-Seam,StrikeCalled,92.6,2220.0,18.3,-3.5,6.01,5.66,-2.05,0.04,2.58,-4.41,-0.53,84.3,,,,False,False,True,True,True,True,False,False,False,False
synthetic_game_01.csv,2026-06-15,Jake Monroe,OAK_COL,Right,Hitter 4,OPP,Four-Seam,Four-Seam,BallCalled,90.6,2307.0,15.1,-6.5,6.1,5.65,-1.61,0.24,2.4,-5.04,0.24,83.3,,,,False,False,False,False,False,True,False,False,False,False
synthetic_game_01.csv,2026-06-15,Jake Monroe,OAK_COL,Right,Hitter 17,OPP,Four-Seam,Four-Seam,StrikeCalled,90.5,2165.0,18.8,-8.1,6.49,5.79,-1.49,-0.99,2.91,-5.06,1.68,82.7,,,,False,False,True,True,True,False,False,False,False,False
synthetic_game_01.csv,2026-06-15,Jake Monroe,OAK_COL,Right,Hitter 13,OPP,Four-Seam,Four-Seam,BallCalled,90.6,2505.0,14.6,-7.2,6.19,5.42,-1.92,0.39,1.66,-5.54,0.05,82.6,,,,False,False,False,False,False,True,False,False,False,False
synthetic_game_01.csv,2026-06-15,Jake Monroe,OAK_COL,Right,Hitter 13,OPP,Four-Seam,Four-Seam,StrikeCalled,90.3,2265.0,15.9,-3.9,6.13,5.99,-2.1,1.32,3.11,-5.12,1.75,83.2,,,,False,False,True,True,True,False,False,False,False,False
synthetic_game_01.csv,2026-06-15,Jake Monroe,OAK_COL,Right,Hitter 16,OPP,Four-Seam,Four-Seam,StrikeSwinging,88.1,2236.0,17.8,-6.3,5.68,5.6,-1.67,0.06,2.59,-5.06,1.1,80.2,,,,True,True,False,True,True,True,False,False,False,False
synthetic_game_01.csv,2026-06-15,Jake Monroe,OAK_COL,Right,Hitter 3,OPP,Four-Seam,Four-Seam,BallCalled,90.2,2288.0,14.8,-6.1,6.64,5.9,-1.75,-0.81,2.73,-3.88,0.22,81.8,,,,False,False,False,False,False,True,False,False,False,False
synthetic_game_01.csv,2026-06-15,Jake Monroe,OAK_COL,Right,Hitter 17,OPP,Four-Seam,Four-Seam,BallCalled,90.0,2365.0,11.2,-9.9,6.12,5.54,-1.9,-0.21,3.53,-4.31,1.94,82.9,,,,False,False,False,False,False,False,False,False,False,False
synthetic_game_01.csv,2026-06-15,Jake Monroe,OAK_COL,Right,Hitter 4,OPP,Sinker,Sinker,InPlay,88.8,2173.0,8.6,-11.5,6.28,5.5,-2.02,1.71,2.5,-5.43,-0.99,81.5,76.6,2.7,316.0,True,False,False,False,True,False,False,False,False,False
synthetic_game_01.csv,2026-06-15,Jake Monroe,OAK_COL,Right,Hitter 10,OPP,Sinker,Sinker,BallCalled,92.0,2215.0,8.7,-13.2,6.06,5.42,-1.39,-0.4,2.81,-4.74,0.39,83.2,,,,False,False,False,False,False,True,False,False,False,False
synthetic_game_01.csv,2026-06-15,Jake Monroe,OAK_COL,Right,Hitter 12,OPP,Sinker,Sinker,BallCalled,90.8,2020.0,4.9,-14.2,6.52,5.53,-1.6,0.15,2.44,-5.51,0.26,82.6,,,,False,False,False,False,False,True,False,False,False,False
synthetic_game_01.csv,2026-06-15,Jake Monroe,OAK_COL,Right,Hitter 16,OPP,Sinker,Sinker,FoulBall,89.7,2093.0,11.3,-14.8,5.64,5.33,-1.19,-0.48,2.6,-4.95,1.38,83.0,,,,True,False,False,False,True,True,False,False,False,False
synthetic_game_01.csv,2026-06-15,Jake Monroe,OAK_COL,Right,Hitter 2,OPP,Sinker,Sinker,InPlay,91.8,2257.0,7.9,-14.6,5.79,5.82,-1.81,0.69,2.65,-5.47,-1.53,83.5,84.1,4.0,224.0,True,False,False,False,True,True,False,False,False,False
synthetic_game_01.csv,2026-06-15,Jake Monroe,OAK_COL,Right,Hitter 9,OPP,Sinker,Sinker,FoulBall,88.0,2052.0,4.4,-11.4,6.04,5.99,-2.02,1.13,2.21,-4.75,1.11,81.2,,,,True,False,False,False,True,False,False,False,False,False
synthetic_game_01.csv,2026-06-15,Jake Monroe,OAK_COL,Right,Hitter 3,OPP,Sinker,Sinker,BallCalled,89.7,2043.0,8.1,-13.7,5.96,6.07,-2.21,0.27,2.58,-4.47,-0.42,82.6,,,,False,False,False,False,False,True,False,False,False,False
synthetic_game_01.csv,2026-06-15,Jake Monroe,OAK_COL,Right,Hitter 8,OPP,Sinker,Sinker,InPlay,92.4,2083.0,5.8,-12.0,5.63,5.91,-1.75,-0.59,3.42,-5.23,0.32,83.5,76.9,13.1,232.0,True,False,False,False,True,True,False,False,True,False
synthetic_game_01.csv,2026-06-15,Jake Monroe,OAK_COL,Right,Hitter 8,OPP,Sinker,Sinker,BallCalled,90.0,2296.0,10.1,-11.3,6.14,5.87,-2.39,0.59,2.76,-4.85,-2.18,81.9,,,,False,False,False,False,False,True,False,False,False,False
synthetic_game_01.csv,2026-06-15,Jake Monroe,OAK_COL,Right,Hitter 6,OPP,Sinker,Sinker,StrikeSwinging,90.7,2303.0,6.3,-11.1,6.37,6.06,-1.77,-1.26,3.83,-5.45,0.46,84.6,,,,True,True,False,True,True,False,True,False,False,False
synthetic_game_01.csv,2026-06-15,Jake Monroe,OAK_COL,Right,Hitter 7,OPP,Sinker,Sinker,InPlay,89.4,2252.0,7.4,-17.6,5.19,5.97,-1.68,-0.05,1.83,-5.37,1.13,80.8,81.4,2.8,68.0,True,False,False,False,True,True,False,False,False,False
synthetic_game_01.csv,2026-06-15,Jake Monroe,OAK_COL,Right,Hitter 12,OPP,Sinker,Sinker,BallCalled,91.1,2296.0,6.2,-16.4,6.22,5.89,-1.68,0.62,3.57,-5.37,-0.04,84.0,,,,False,False,False,False,False,False,True,False,False,False
synthetic_game_01.csv,2026-06-15,Jake Monroe,OAK_COL,Right,Hitter 7,OPP,Sinker,Sinker,BallCalled,91.7,1981.0,8.3,-9.6,5.52,5.44,-1.76,0.76,2.79,-4.66,1.5,82.9,,,,False,False,False,False,False,True,False,False,False,False
synthetic_game_01.csv,2026-06-15,Jake Monroe,OAK_COL,Right,Hitter 15,OPP,Sinker,Sinker,BallCalled,89.1,2143.0,9.4,-14.5,5.75,5.51,-1.82,0.12,3.15,-4.44,1.92,81.2,,,,False,False,False,False,False,True,False,False,False,False
synthetic_game_01.csv,2026-06-15,Jake Monroe,OAK_COL,Right,Hitter 15,OPP,Sinker,Sinker,BallCalled,92.5,2138.0,9.5,-13.9,5.78,5.76,-1.87,-0.81,3.22,-4.83,-0.64,85.4,,,,False,False,False,False,False,True,False,False,False,False
synthetic_game_01.csv,2026-06-15,Jake Monroe,OAK_COL,Right,Hitter 15,OPP,Sinker,Sinker,BallCalled,91.8,1897.0,10.9,-14.9,5.35,5.36,-1.55,-0.15,3.56,-5.32,1.9,84.3,,,,False,False,False,False,False,False,False,False,False,False
synthetic_game_01.csv,2026-06-15,Jake Monroe,OAK_COL,Right,Hitter 11,OPP,Sinker,Sinker,StrikeCalled,88.2,2144.0,8.2,-17.7,6.51,5.58,-1.56,-0.61,2.6,-5.17,-0.43,80.9,,,,False,False,True,True,True,True,False,False,False,False
synthetic_game_01.csv,2026-06-15,Jake Monroe,OAK_COL,Right,Hitter 5,OPP,Sinker,Sinker,BallCalled,89.0,2101.0,8.8,-13.0,5.57,5.72,-1.66,0.97,2.21,-5.08,-1.34,80.7,,,,False,False,False,False,False,False,False,False,False,False
synthetic_game_01.csv,2026-06-15,Jake Monroe,OAK_COL,Right,Hitter 6,OPP,Sinker,Sinker,StrikeSwinging,89.8,2161.0,10.0,-11.5,5.94,6.05,-1.27,2.72,2.47,-4.86,-0.01,82.5,,,,True,True,False,True,True,False,False,False,False,False
synthetic_game_01.csv,2026-06-15,Jake Monroe,OAK_COL,Right,Hitter 17,OPP,Sinker,Sinker,FoulBall,90.7,2051.0,11.1,-14.0,6.12,5.39,-1.7,-0.27,2.7,-6.04,-1.41,82.6,,,,True,False,False,False,True,True,False,False,False,False
synthetic_game_01.csv,2026-06-15,Jake Monroe,OAK_COL,Right,Hitter 12,OPP,Sinker,Sinker,InPlay,89.6,2274.0,11.3,-12.7,6.11,5.75,-2.13,-1.05,2.75,-5.04,0.93,81.0,95.9,2.8,155.0,True,False,False,False,True,False,False,True,False,False
synthetic_game_01.csv,2026-06-15,Jake Monroe,OAK_COL,Right,Hitter 16,OPP,Sinker,Sinker,StrikeCalled,90.1,1855.0,10.5,-8.7,6.12,5.68,-1.43,-0.79,2.08,-5.13,2.09,83.4,,,,False,False,True,True,True,True,False,False,False,False
synthetic_game_01.csv,2026-06-15,Jake Monroe,OAK_COL,Right,Hitter 10,OPP,Sinker,Sinker,BallCalled,91.4,2101.0,11.8,-17.7,5.69,5.52,-1.38,0.84,2.67,-4.46,-0.23,84.3,,,,False,False,False,False,False,False,True,False,False,False
synthetic_game_01.csv,2026-06-15,Jake Monroe,OAK_COL,Right,Hitter 8,OPP,Sinker,Sinker,BallCalled,90.3,2245.0,9.8,-11.5,6.25,5.66,-2.29,-0.38,2.18,-5.58,0.31,83.5,,,,False,False,False,False,False,True,False,False,False,False
synthetic_game_01.csv,2026-06-15,Jake Monroe,OAK_COL,Right,Hitter 5,OPP,Sinker,Sinker,BallCalled,91.2,2177.0,6.0,-11.1,6.38,5.82,-1.7,-0.65,3.46,-4.94,0.99,84.1,,,,False,False,False,False,False,True,False,False,False,False
synthetic_game_01.csv,2026-06-15,Jake Monroe,OAK_COL,Right,Hitter 10,OPP,Sinker,Sinker,FoulBall,90.4,2089.0,10.0,-14.6,5.86,5.61,-1.86,0.89,3.36,-5.76,-0.16,84.2,,,,True,False,False,False,True,False,False,False,False,False
synthetic_game_01.csv,2026-06-15,Jake Monroe,OAK_COL,Right,Hitter 10,OPP,Sinker,Sinker,StrikeSwinging,89.3,2047.0,8.0,-13.0,6.34,5.48,-1.65,-0.24,2.39,-5.62,-0.37,82.5,,,,True,True,False,True,True,True,False,False,False,False
synthetic_game_01.csv,2026-06-15,Jake Monroe,OAK_COL,Right,Hitter 16,OPP,Sinker,Sinker,StrikeCalled,88.5,2259.0,8.1,-14.4,6.14,6.1,-1.94,0.47,2.66,-4.65,-1.34,81.6,,,,False,False,True,True,True,True,False,False,False,False
synthetic_game_01.csv,2026-06-15,Jake Monroe,OAK_COL,Right,Hitter 10,OPP,Sinker,Sinker,FoulBall,90.4,1896.0,7.0,-12.2,6.61,5.45,-2.08,0.16,2.64,-6.48,0.58,82.4,,,,True,False,False,False,True,True,False,False,False,False
synthetic_game_01.csv,2026-06-15,Jake Monroe,OAK_COL,Right,Hitter 2,OPP,Sinker,Sinker,InPlay,87.2,2384.0,12.4,-14.6,6.06,5.4,-1.41,0.97,2.19,-4.95,0.1,79.9,86.0,9.8,95.0,True,False,False,False,True,False,True,False,True,False
synthetic_game_01.csv,2026-06-15,Jake Monroe,OAK_COL,Right,Hitter 3,OPP,Sinker,Sinker,InPlay,88.9,1866.0,9.7,-9.6,5.81,5.8,-1.44,-0.27,3.55,-5.38,-0.58,81.8,91.7,32.7,97.0,True,False,False,False,True,False,False,False,False,False
synthetic_game_01.csv,2026-06-15,Jake Monroe,OAK_COL,Right,Hitter 17,OPP,Sinker,Sinker,FoulBall,90.7,2132.0,6.8,-12.2,6.34,5.96,-2.25,-0.48,2.78,-6.31,0.16,82.6,,,,True,False,False,False,True,True,False,False,False,False
synthetic_game_01.csv,2026-06-15,Jake Monroe,OAK_COL,Right,Hitter 4,OPP,Sinker,Sinker,BallCalled,88.1,2163.0,8.9,-14.2,5.57,6.04,-1.67,1.41,2.62,-5.85,-0.19,80.8,,,,False,False,False,False,False,False,True,False,False,False
synthetic_game_01.csv,2026-06-15,Jake Monroe,OAK_COL,Right,Hitter 18,OPP,Sinker,Sinker,InPlay,89.6,2263.0,10.0,-13.0,5.57,5.89,-1.48,-0.57,2.64,-5.42,2.23,80.7,91.4,25.0,232.0,True,False,False,False,True,True,False,False,True,False
synthetic_game_01.csv,2026-06-15,Jake Monroe,OAK_COL,Right,Hitter 12,OPP,Sinker,Sinker,InPlay,91.0,2232.0,7.4,-12.1,5.67,5.85,-1.91,0.98,1.84,-5.71,-1.34,82.5,74.2,6.3,214.0,True,False,False,False,True,False,False,False,False,False
synthetic_game_01.csv,2026-06-15,Jake Monroe,OAK_COL,Right,Hitter 13,OPP,Sinker,Sinker,BallCalled,89.3,2279.0,7.6,-11.8,6.15,5.98,-1.58,-0.89,2.21,-5.66,-2.65,80.8,,,,False,False,False,False,False,False,False,False,False,False
synthetic_game_01.csv,2026-06-15,Jake Monroe,OAK_COL,Right,Hitter 12,OPP,Sinker,Sinker,BallCalled,90.0,1996.0,7.3,-17.5,6.34,5.61,-1.58,-0.13,2.38,-4.96,0.37,82.9,,,,False,False,False,False,False,True,False,False,False,False
synthetic_game_01.csv,2026-06-15,Jake Monroe,OAK_COL,Right,Hitter 4,OPP,Sinker,Sinker,BallCalled,93.1,2203.0,8.1,-10.3,5.48,5.85,-1.69,-1.78,1.64,-5.18,-1.48,84.3,,,,False,False,False,False,False,False,False,False,False,False
synthetic_game_01.csv,2026-06-15,Jake Monroe,OAK_COL,Right,Hitter 2,OPP,Sinker,Sinker,BallCalled,90.0,2275.0,8.2,-16.9,5.69,5.75,-1.74,-0.45,1.71,-4.85,-0.23,82.8,,,,False,False,False,False,False,True,False,False,False,False
synthetic_game_01.csv,2026-06-15,Jake Monroe,OAK_COL,Right,Hitter 10,OPP,Sinker,Sinker,BallCalled,90.0,2011.0,9.7,-16.1,6.31,5.96,-1.87,-0.44,1.81,-5.05,-0.76,82.3,,,,False,False,False,False,False,True,False,False,False,False
synthetic_game_01.csv,2026-06-15,Jake Monroe,OAK_COL,Right,Hitter 14,OPP,Sinker,Sinker,BallCalled,89.9,2101.0,8.8,-13.3,5.56,5.73,-1.42,0.94,3.07,-6.2,0.03,83.5,,,,False,False,False,False,False,False,False,False,False,False
synthetic_game_01.csv,2026-06-15,Jake Monroe,OAK_COL,Right,Hitter 11,OPP,Sinker,Sinker,StrikeCalled,91.0,2014.0,7.6,-17.1,5.6,5.8,-1.76,0.36,2.44,-4.27,-0.58,84.5,,,,False,False,True,True,True,True,False,False,False,False
synthetic_game_01.csv,2026-06-15,Jake Monroe,OAK_COL,Right,Hitter 18,OPP,Sinker,Sinker,BallCalled,89.1,2096.0,6.7,-15.3,5.64,5.89,-1.9,-0.69,2.72,-3.62,0.99,81.4,,,,False,False,False,False,False,True,False,False,False,False
synthetic_game_01.csv,2026-06-15,Jake Monroe,OAK_COL,Right,Hitter 18,OPP,Sinker,Sinker,BallCalled,89.2,1930.0,8.8,-13.1,5.8,5.79,-1.9,0.86,1.61,-4.79,-1.43,81.0,,,,False,False,False,False,False,False,False,False,False,False
synthetic_game_01.csv,2026-06-15,Jake Monroe,OAK_COL,Right,Hitter 14,OPP,Sinker,Sinker,InPlay,89.2,2011.0,9.0,-11.8,5.64,5.37,-1.76,-0.59,3.06,-5.46,2.1,81.0,78.9,41.2,265.0,True,False,False,False,True,True,False,False,False,False
synthetic_game_01.csv,2026-06-15,Jake Monroe,OAK_COL,Right,Hitter 16,OPP,Sinker,Sinker,InPlay,87.9,2244.0,6.2,-14.4,5.61,5.7,-1.55,-0.52,2.63,-5.74,-1.55,80.3,96.9,40.5,255.0,True,False,False,False,True,True,False,True,False,False
synthetic_game_01.csv,2026-06-15,Jake Monroe,OAK_COL,Right,Hitter 12,OPP,Sinker,Sinker,BallCalled,89.1,2220.0,11.0,-15.3,6.13,5.81,-1.96,0.34,2.13,-3.98,-0.08,83.0,,,,False,False,False,False,False,True,False,False,False,False
synthetic_game_01.csv,2026-06-15,Jake Monroe,OAK_COL,Right,Hitter 10,OPP,Sinker,Sinker,FoulBall,91.5,2129.0,8.2,-9.8,6.32,5.82,-2.06,0.58,2.38,-5.63,-0.71,84.5,,,,True,False,False,False,True,True,False,False,False,False
